"","Actinomyces","Adlercreutzia","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Anaerofilum","Anaerostipes","Angelakisella","Atopobium","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG-352","CAG-56","Caproiciproducens","Catenibacterium","Christensenellaceae_R-7_group","Citrobacter","Clostridium_sensu_stricto_1","Collinsella","Coprobacter","Coprococcus_1","Coprococcus_2","Coprococcus_3","Desulfovibrio","Dialister","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Enterococcus","Enterorhabdus","Erysipelatoclostridium","Erysipelotrichaceae_UCG-003","Escherichia/Shigella","Ezakiella","Faecalibacterium","Family_XIII_AD3011_group","Family_XIII_UCG-001","Flavonifractor","Fournierella","Fusicatenibacter","Fusobacterium","GCA-900066225","GCA-900066575","Gemella","Gordonibacter","Granulicatella","Haemophilus","Holdemanella","Holdemania","Howardella","Hungatella","Intestinibacter","Intestinimonas","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae_AC2044_group","Lachnospiraceae_FCS020_group","Lachnospiraceae_ND3007_group","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4B4_group","Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-003","Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-010","Lactobacillus","Lactococcus","Leuconostoc","Marvinbryantia","Megamonas","Megasphaera","Methanobrevibacter","Methanosphaera","Mogibacterium","Negativibacillus","Odoribacter","Oscillibacter","Oscillospira","Parabacteroides","Paraprevotella","Parasutterella","Peptococcus","Peptoniphilus","Phascolarctobacterium","Porphyromonas","Prevotella","Prevotella_2","Prevotella_6","Prevotella_7","Prevotella_9","Pseudomonas","Rikenellaceae_RC9_gut_group","Romboutsia","Roseburia","Rothia","Ruminiclostridium_5","Ruminiclostridium_6","Ruminiclostridium_9","Ruminococcaceae_NK4A214_group","Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-003","Ruminococcaceae_UCG-004","Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-009","Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-013","Ruminococcaceae_UCG-014","Ruminococcus_1","Ruminococcus_2","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solobacterium","Streptococcus","Subdoligranulum","Sutterella","Terrisporobacter","Turicibacter","Tyzzerella","Tyzzerella_3","Tyzzerella_4","UBA1819","Veillonella","Weissella"
"30099",36.2305837701315,40.6221696816626,15505.5919571384,46.1116520710764,148.216024514174,0,0,5.48948238941386,830.009737279376,0,71.3632710623802,15408.9770670847,19.7621366018899,6835.50347129814,731.199054269926,25327.3738482777,64.7758921950836,5.48948238941386,0,0,0,0,31.8389978586004,23.0558260355382,186.642401240071,600.549373401876,1023.23951738674,0,0,21.9579295576554,29.6432049028348,0,79.0485464075596,0,980.421554749316,0,106.495958354629,244.830914567858,49.4053415047247,0,27.4474119470693,2835.8666023712,3823.9734324657,4.39158591153109,8932.48574405423,10.9789647788277,0,0,0,1137.42075108655,23.0558260355382,0,23.0558260355382,109.789647788277,18.6642401240071,0,7425.07387992119,172.369747027595,0,6.58737886729663,0,156.999196337236,0,2540.53244982073,57.0906168499042,94.4190970979184,0,0,5.48948238941386,107.593854832512,0,0,0,0,0,6974.93632398925,3825.07132894358,84.5380287969734,0,5.48948238941386,0,0,0,5.48948238941386,0,0,0,0,1395.426423389,20.8600330797727,0,0,0,0,3.29368943364832,6.58737886729663,0,0,10991.0416400844,416.102765117571,0,5.48948238941386,87.8317182306218,215.187709665023,25.2516189913038,83.4401323190907,69.1674781066146,2.19579295576554,0,47.2095485489592,0,0,0,0,0,1443.73386841585,14.272654212476,37.3284802480143,5936.32625591215,98.8106830094495,95.5169935758012,0,0,5.48948238941386,1929.00411164003,109.789647788277,4.39158591153109,99.9085794873323,137.237059735347,16.4684471682416,0,0,152.607610425705,80.1464428854424,125.160198478636
"30104",60.181947931978,495.709202702872,1146.62448165137,18868.624412147,565.393563466215,0,128.282573223427,0,5368.8632497212,0,15.8373547189416,3031.26969320542,245.478998143595,11782.9919108925,0,20262.3116274139,120.363895863956,22.1722966065182,0,202.718140402452,0,0,0,785.532794059503,0,909.064160867247,5028.36012326395,11.0861483032591,36.4259158535656,0,581.230918185156,0,0,0,769.695439340561,106.110276616909,150.454869829945,0,44.3445932130364,0,0,690.508665745853,3729.69703631074,0,2909.32206186957,275.569972109584,28.5072384940949,0,0,798.202677834656,9.50241283136495,0,0,28.5072384940949,155.206076245628,0,831.461122744433,55.4307415162956,0,0,0,158.373547189416,0,0,0,11.0861483032591,0,38.0096513254598,12.6698837751533,197.96693398677,0,28.5072384940949,0,0,14.2536192470474,541.637531387802,22.1722966065182,68.1006252914488,74.4355671790255,0,0,0,0,0,0,11.0861483032591,14.2536192470474,0,288.239855884737,33.2584449097773,12.6698837751533,0,19.0048256627299,17.4210901908357,0,0,38.0096513254598,0,0,389.598926085963,0,7.91867735947079,619.240569510616,253.397675503065,4.75120641568248,327.833242682091,186.880785683511,82.3542445384962,26.9235030222007,155.206076245628,0,0,88.6891864260729,0,0,475.120641568248,1157.71062995463,973.997315214908,0,34.8421803816715,0,0,0,0,1346.17515111003,2538.72796144634,17.4210901908357,14.2536192470474,408.603751748693,0,840.963535575798,0,9.50241283136495,174.210901908357,121.94763133585
"30114",4.97774559641843,0,613.921956891606,16539.9424512103,3123.25882033054,23.7825622939992,0,0,472.885831659751,30.9726392666036,0,5743.21225257877,464.036506155007,1715.10989938817,38.1627162392079,3595.0384863022,0,23.7825622939992,0,0,35.3973020189755,0,0,1782.0329235178,0,1105.05952240489,1581.81693397297,69.1353555058115,327.97812651957,130.527551194972,434.723115420543,360.056931474266,0,20.4640652297202,845.663668547086,0,0,0,21.5702309178132,686.928892305743,2.76541422023246,228.423214591201,1681.92492874538,0,605.625714230909,418.130630099148,22.1233137618597,11.6147397249763,19.3578995416272,329.637375051709,0,0,0,0,0,0,0,5451.73759376627,0,273.222924958967,0,0,59.7329471570211,6.6369941285579,0,14.9332367892553,59.1798643129746,54.7552015606027,21.5702309178132,184.729669911528,0,0,0,0,7.74315981665089,6.6369941285579,58.0736986248817,0,217.914640554318,0,0,12229.214764712,789.249218454344,553.635926890538,0,120.572060002135,73.0069354141369,0,295.346238720827,205.193735141249,0,0,0,939.68775203499,0,0,0,0,0,48.6712902760913,0,143.248456608041,316.363386794593,203.534486609109,6.6369941285579,149.885450736599,18.2517338535342,55.8613672486957,4195.68645493669,4668.01920375239,195.791326792458,0,714.583034508068,0,451.868683585984,1260.47580158196,8768.02232666904,351.760688813569,0,0,0,0,163.159438993715,0,38.7157990832544,2379.91547793205,0,0,0,28.7603078904176,0,0,138.823793855669,7.1900769726044,200.769072388877
"30170",0,0,6227.28345737842,2861.96645534952,1060.44694228552,12.4028882138657,0,601.540078372488,128.163178209946,13.4364622316879,0,2786.5155520485,285.266428918912,3337.41050354771,4.13429607128858,699.729610065592,260.460652491181,0,0,0,42.3765347307079,7.23501812475501,0,2800.98558829801,0,156.069676691144,2069.21518367993,0,26.8729244633758,79.5851993723052,180.875453118875,0,4503.28199565109,18.6043323207986,429.966791414012,0,0,0,0,1463.54080923616,9.3021661603993,488.880510429875,288.367150972378,5.16787008911072,1807.72095717093,820.657770150783,16.5371842851543,10.3357401782214,19.6379063386208,204.647655528785,0,5.16787008911072,21.705054374265,8.26859214257716,13.4364622316879,25.8393504455536,655.28592729924,372.086646415972,11.3693141960436,0,0,286.300002936734,8.26859214257716,245.99061624167,86.8202174970602,1599.97257958868,1339.5119270975,29.9736465168422,42.3765347307079,2522.95417750386,98.1895316931038,40.3093866950637,0,15.5036102673322,78.551625354483,0,0,0,0,0,0,8.26859214257716,0,0,0,129.196752227768,21.705054374265,0,1041.84260996472,401.026718914992,0,0,4.13429607128858,0,0,5.16787008911072,0,0,0,6224.18273532496,0,0,334.877981774375,988.096761037971,10.3357401782214,208.781951600073,730.736830600256,36.1750906237751,3784.94805326469,6104.28814925759,82.6859214257716,0,814.45632604385,0,465.108308019965,57.8801449980401,25826.9475573398,108.525271871325,0,0,165.371842851543,15.5036102673322,2139.49821689184,0,515.75343489325,12579.6293709133,19.6379063386208,559.16354364178,201.546933475318,0,0,0,75.4509033010166,366.918776326861,0
"30189",69.535039576753,0,13845.8650357228,6451.1732407329,1055.01439357832,0,0,0,918.342074410221,0,5.99439996351319,19393.0827619579,118.689119277561,4633.6711717957,44.3585597299976,14550.8064714319,0,0,0,0,2058.47694747043,0,0,413.61359748241,0,5981.21228359346,2720.25870344229,17.9831998905396,75.5294395402662,0,285.333438263228,0,0,0,1183.2945527975,0,0,0,67.1372795913477,0,11.9887999270264,1293.59151212615,9678.5581810884,0,19499.7830813084,116.291359292156,29.971999817566,0,0,3718.92573736358,0,0,0,63.5406396132398,13.187679919729,0,432.795677365652,0,14.3865599124317,0,0,0,0,83.9215994891847,177.43423891999,508.325116905919,16.7843198978369,58.7451196424293,199.014078788638,513.120636876729,0,1373.91647163722,1818.7009489299,11.9887999270264,28.7731198248633,387.238237642952,360.862877803494,147.462239102424,346.476317891062,1359.52991172479,0,5.99439996351319,0,0,136.672319168101,35.9663997810791,31.1708798102686,0,82.722719496482,221.792798649988,2430.12974520825,0,0,5223.52012820539,11.9887999270264,0,0,14.3865599124317,0,67.1372795913477,3.59663997810791,0,1406.28623144019,3615.82205799116,0,278.140158307012,694.151515774827,0,611.428796278345,810.442875066983,38.3641597664844,0,33.5686397956739,0,0,894.364474556168,40633.6395926705,966.297274118326,11680.6877689018,0,0,0,0,0,1050.21887360751,4604.89805197083,26.375359839458,0,34.7675197883765,0,1511.78767079803,0,124.683519241074,107.899199343237,0
"30206",3.99013370245273,0,396.353281110305,6030.42206897356,4301.36413124404,0,0,0,492.11648996917,25.2708467822006,0,16061.6181969397,1363.29568167135,47.8816044294328,107.733609966224,2219.8443831312,22.6107576472321,343.151498410935,0,0,1045.41503004262,0,0,18189.6895049145,0,3689.54363020129,67.8322729416964,0,90.4430305889286,230.097710174774,101.083387128803,0,0,0,208.816997095026,41.2313815920116,0,0,0,0,1674.52611046266,150.29503612572,51.8717381318855,0,27732.759276614,66.5022283742122,31.9210696196219,39.9013370245273,50.5416935644013,247.388289552069,0,57.1919164018225,0,7.98026740490546,0,0,7.98026740490546,0,38.5712924570431,0,0,264.678868929365,22.6107576472321,0,70.4923620766649,133.004456748424,512.067158481434,14.6304902423267,27.9309359171691,1630.63463973568,0,18.6206239447794,0,0,34.5811587545903,0,0,0,35.9112033220746,0,0,0,0,0,0,98.4232979938341,67.8322729416964,0,3096.34375310332,280.639403739176,11.9704011073582,0,0,812.657230732873,18.6206239447794,13.3004456748424,0,26.6008913496849,0,0,0,0,1764.96914105159,300.590072251439,3.99013370245273,1037.43476263771,13.3004456748424,78.4726294815704,387.042969137915,4625.8950057102,283.299492874144,0,10833.2130021592,0,126.354233911003,150.29503612572,3591.12033220746,9547.0599054019,228.76766560729,0,34.5811587545903,18.6206239447794,0,0,37.2412478895588,1673.19606589518,63.8421392392437,252.708467822006,82.4627631840231,0,0,0,29.2609804846534,43.8914707269801,0
"30208",0,0,1865.57967123263,0,1620.43246938116,33.128000250199,11414.0158576328,0,106.009600800637,0,0,33022.9371636912,0,871.739663726664,348.31725977352,731.655548382965,345.477716894932,522.475889660281,0,0,0,10.4116572214911,44.4861717645529,264.077487708729,0,0,1227.62903784309,0,0,0,50.1652575217298,7.57211434290262,15.1442286858052,0,147.656229686601,0,0,55.8443432789068,0,0,13.2512001000796,2.83954287858848,220.537830237039,76.667657721889,10819.604881715,248.933259022924,128.725943829344,743.013719897319,0,57.7373718646325,0,0,7.57211434290262,0,0,4.73257146431414,106.009600800637,467.578060674237,19.8768001501194,0,52.0582861074555,240.414630387158,95.5979435791456,0,2154.26653055579,380.498745730857,0,0,0,149.549258272327,0,0,0,51.1117718145927,32.1814859573361,5.67908575717696,0,0,0,0,0,3.78605717145131,0,266.917030587317,0,71.9350862575749,137.24457246511,0,1422.61098217283,3489.79819778524,136.298058172247,0,4.73257146431414,6593.41856408245,158.067886908092,11.3581715143539,89.9188578219686,5.67908575717696,0,8263.06977669248,0,0,0,307.617145180419,8.51862863576545,622.80640470374,0,73.8281148433005,29.3419430787476,372.926631387954,255.558859072963,0,53.9513146931812,0,0,0,0,263.130973415866,27.448914493022,0,0,0,22.7163430287079,0,67.2025147932607,295.312459373202,965.444578720084,0,0,0,0,0,173.212115593897,97.4909721648712,0
"30213",19.3272068573885,0,4318.98649239776,0,34.7889723432994,32.2120114289809,2035.79912231159,168.79093988786,1331.00031224549,139.155889373197,0,280.888739660713,5.15392182863694,85.0397101725095,0,256.407610974688,0,2.57696091431847,0,0,7.73088274295541,0,215.176236345592,1105.51623224262,0,56.6931401150064,765.357391552586,0,12.8848045715924,715.106653723376,202.291431774,1556.48439224836,14763.4090781305,21.904167771707,301.504426975261,0,0,0,0,377.524773947656,0,9.01936320011465,39.9428941719363,16.7502459430701,4977.40000600613,103.078436572739,7.73088274295541,16.7502459430701,253.830650060369,88.9051515439872,28.3465700575032,25.7696091431847,28.3465700575032,0,0,10.3078436572739,59.2701010293248,623.62454126507,27.0580896003439,0,0,9.01936320011465,41.2313746290955,0,90.1936320011465,1856.70033876646,431.640953148344,46.3852964577325,27.0580896003439,1703.37116436451,85.0397101725095,29.6350505146624,0,24.4811286860255,28.3465700575032,9.01936320011465,33.5004918861401,9.01936320011465,24.4811286860255,0,7319.85747712162,3678.61170518962,0,0,36.0774528004586,0,68.2894642294395,0,38.6544137147771,33.5004918861401,0,34.7889723432994,0,118.54020205865,2.57696091431847,0,39.9428941719363,0,0,7389.43542180822,0,0,21.904167771707,6835.38882522974,18.0387264002293,166.213978973541,354.33212571879,23.1926482288662,1097.78534949967,4736.45416051735,154.617654859108,0,1124.84343910001,67.0009837722802,421.33310949107,306.658348803898,22482.6954969715,123.694123887287,1173.80569647206,0,152.04069394479,0,258.984571889006,0,324.697075204127,3201.8739360407,0,38.6544137147771,18.0387264002293,0,0,0,34.7889723432994,476.737769148917,79.8857883438726
"30220",318.178681531317,0,2846.20773713561,13.2574450638049,0,0,11.6002644308293,3.31436126595122,401.037713180097,0,23.2005288616585,59.6585027871219,0,5468.69608881951,0,7873.26518726711,233.662469249561,0,0,0,14.9146256967805,0,0,3697.16999216858,0,1185.71274289405,6787.81187266809,0,98.6022476620487,184.77564057678,554.326921730341,88.659163864195,1051.48111162302,38.9437448749268,3857.91651356722,9.11449348136584,0,0,0,0,2.48577094946341,1636.46587506341,10191.6608928,345.522161975414,888.248819274926,185.604230893268,0,0,6.62872253190243,625.585688948292,0,0,0,26.5148901276097,39.7723351914146,4.97154189892682,0,1778.15481918283,3.31436126595122,544.383837932487,0,2001.87420463453,18.2289869627317,0,0,128.43149905561,0,103.573789560976,0,268.463262542049,0,0,0,0,4.14295158243902,299.949694568585,34.8007932924878,13.2574450638049,168.203834247024,0,29.0006610770731,1627.35138158205,0,20.7147579121951,0,0,0,0,3.31436126595122,62.1442737365853,0,30.6578417100487,187.261411526244,8.28590316487804,416.780929193365,134.231631271024,55.5155512046829,89.4877541806828,0,143.34612475239,0,4.14295158243902,744.902694522536,213.776301653853,0,27.3434804440975,169.032424563512,49.7154189892682,193.890134058146,92.8021154466341,9.94308379785365,0,106.888150826927,0,60.4870931036097,587.470534389853,1518.80605012214,359.608197355707,76.230309116878,0,0,91.1449348136585,170.689605196488,4.14295158243902,568.412957110634,3142.84307043824,0,474.782251347512,1249.51419726361,0,0,0,0,6.62872253190243,0
"30221",6.17658291617328,0,2584.89995041852,11.3237353463177,21.6180402066065,750.454824315054,3.08829145808664,3.08829145808664,3763.59785692159,0,11.3237353463177,13789.2213603569,0,1552.38117293155,0,7034.09851103534,1127.22638220162,0,0,0,0,0,0,4.11772194411552,0,5.1471524301444,75.1484254801083,0,0,0,10829.6087130238,0,15484.6933708464,0,4637.58433956011,0,472.508593087256,0,480.744036975487,0,0,5234.65402145686,21007.5879283914,15.4414572904332,6064.37499319614,24.7063316646931,0,635.158609879819,0,500.303216210036,0,0,20.5886097205776,0,0,14.4120268044043,0,0,0,0,0,0,668.100385432744,0,521.921256416643,199.709514289603,0,0,0,0,0,0,0,8.23544388823105,0,431.331373646101,3.08829145808664,3.08829145808664,0,0,0,6.17658291617328,0,5.1471524301444,0,0,3.08829145808664,0,165.73830825065,0,550.745310025451,0,0,0,84.4132998543682,138.973115613899,1082.96087130238,6.17658291617328,924.428576453935,0,0,0,0,1449.43812432866,63.8246901337906,1290.90582948022,0,0,20.5886097205776,4.11772194411552,0,0,0,0,0,0,16.4708877764621,3.08829145808664,285.15224463,0,0,0,16.4708877764621,0,518.832964958556,17748.4110096239,0,0,0,0,0,17.500318262491,694.865578069495,0,0
